Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
[FE] Bouton téléchargements.,LOG-79,10236,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:24 PM,16/Dec/25 11:26 PM,12/Dec/25 2:15 PM,16/Dec/25 11:26 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-12T14:09:48.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000fb:,LOG Sprint 1,,,,,10212,LOG-67,User Story 3.5 — Téléchargement PDF,Done,16/Dec/25 11:26 PM
User Story 4.1 — Configuration des règles de maintenance,LOG-80,10269,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:17 PM,16/Dec/25 4:25 PM,18/Dec/25 9:37 AM,16/Dec/25 4:25 PM,,0,"En tant qu’admin, je veux définir la périodicité des pneus, vidange, révision.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0002v:4,LOG Sprint 1,11/Dec/25 12:00 AM,,,,10007,LOG-4,ÉPIC 4 – Suivi Maintenance & Alertes,Done,16/Dec/25 4:25 PM
User Story 4.2 — Notification maintenance,LOG-81,10270,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:17 PM,16/Dec/25 4:25 PM,25/Dec/25 11:38 AM,16/Dec/25 4:25 PM,,0,"En tant qu’admin, je veux être alerté lorsqu’un véhicule dépasse un seuil.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0002v:2,LOG Sprint 1,11/Dec/25 12:00 AM,,,,10007,LOG-4,ÉPIC 4 – Suivi Maintenance & Alertes,Done,16/Dec/25 4:25 PM
[BE] Modèle MaintenanceRules.,LOG-82,10272,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:18 PM,11/Dec/25 9:18 PM,,11/Dec/25 9:18 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000fz:,LOG Sprint 1,,,,,10269,LOG-80,User Story 4.1 — Configuration des règles de maintenance,Done,11/Dec/25 9:18 PM
[BE] Route updateRules.,LOG-83,10274,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:18 PM,11/Dec/25 9:18 PM,,11/Dec/25 9:18 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000g7:,LOG Sprint 1,,,,,10269,LOG-80,User Story 4.1 — Configuration des règles de maintenance,Done,11/Dec/25 9:18 PM
[FE] Page configuration règles.,LOG-84,10276,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:18 PM,17/Dec/25 1:21 PM,,16/Dec/25 7:21 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=2, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-17T13:21:17.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":2,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000gf:,LOG Sprint 1,,,,,10269,LOG-80,User Story 4.1 — Configuration des règles de maintenance,Done,16/Dec/25 7:21 PM
[BE] Vérification automatique via updateTripData.,LOG-85,10278,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:19 PM,12/Dec/25 2:16 PM,,12/Dec/25 2:16 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-12T14:16:23.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000gn:,LOG Sprint 1,,,,,10270,LOG-81,User Story 4.2 — Notification maintenance,Done,12/Dec/25 2:16 PM
[BE] Route fetch alerts.,LOG-86,10280,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:19 PM,11/Dec/25 11:07 PM,,11/Dec/25 9:19 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000gv:,LOG Sprint 1,,,,,10270,LOG-81,User Story 4.2 — Notification maintenance,Done,11/Dec/25 9:19 PM
[FE] Page liste alertes maintenance.,LOG-87,10282,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:19 PM,17/Dec/25 12:08 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-17T12:08:19.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000h3:,LOG Sprint 1,,,,,10270,LOG-81,User Story 4.2 — Notification maintenance,Done,16/Dec/25 7:20 PM
ÉPIC 6 — Structure Back-end & Middleware,LOG-88,10283,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:20 PM,16/Dec/25 4:25 PM,17/Dec/25 1:20 PM,16/Dec/25 4:25 PM,,0,"En tant qu’admin, je veux consulter les rapports globaux.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0002v:1,LOG Sprint 1,11/Dec/25 12:00 AM,,,,10008,LOG-5,ÉPIC 5 — Reporting Admin,Done,16/Dec/25 4:25 PM
"[BE] Endpoints statistiques : km, gasoil, état pneus.",LOG-89,10285,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:20 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,"* total km
* consommation moyenne
* coûts carburant
* maintenance à venir",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000hj:,LOG Sprint 1,,,,,10283,LOG-88,ÉPIC 6 — Structure Back-end & Middleware,Done,16/Dec/25 7:20 PM
[FE] Dashboard admin (charts).,LOG-90,10287,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:20 PM,17/Dec/25 1:21 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-17T13:21:17.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000hr:,LOG Sprint 1,,,,,10283,LOG-88,ÉPIC 6 — Structure Back-end & Middleware,Done,16/Dec/25 7:20 PM
User Story 6.1 — Architecture Node.js / Express propre,LOG-91,10288,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:22 PM,13/Dec/25 12:18 AM,,13/Dec/25 12:18 AM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000hz:,LOG Sprint 1,11/Dec/25 12:00 AM,,,,10009,LOG-6,ÉPIC 6 – Architecture Back-end & Qualité,Done,13/Dec/25 12:18 AM
User Story 6.2 – Tests unitaires,LOG-92,10289,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:22 PM,13/Dec/25 3:42 PM,13/Dec/25 5:40 PM,13/Dec/25 3:42 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000cn:,LOG Sprint 1,11/Dec/25 12:00 AM,,,,10009,LOG-6,ÉPIC 6 – Architecture Back-end & Qualité,Done,13/Dec/25 3:42 PM
"Structure MVC (models, controllers, routes).",LOG-93,10291,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:22 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000if:,LOG Sprint 1,,,,,10288,LOG-91,User Story 6.1 — Architecture Node.js / Express propre,Done,16/Dec/25 7:20 PM
Config Mongoose + connexion DB.,LOG-94,10293,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:22 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000in:,LOG Sprint 1,,,,,10288,LOG-91,User Story 6.1 — Architecture Node.js / Express propre,Done,16/Dec/25 7:20 PM
Middleware Error Handling.,LOG-95,10295,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:22 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000iv:,LOG Sprint 1,,,,,10288,LOG-91,User Story 6.1 — Architecture Node.js / Express propre,Done,16/Dec/25 7:20 PM
Centralisation logs d’erreurs.,LOG-96,10297,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:22 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000j3:,LOG Sprint 1,,,,,10288,LOG-91,User Story 6.1 — Architecture Node.js / Express propre,Done,16/Dec/25 7:20 PM
Installer Jest + sonnar-scanner for coverage,LOG-97,10299,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:23 PM,13/Dec/25 1:52 PM,,13/Dec/25 1:52 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=2, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-13T13:52:00.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":2,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000jb:,LOG Sprint 1,,,,,10289,LOG-92,User Story 6.2 – Tests unitaires,Done,13/Dec/25 1:52 PM
Tests services,LOG-98,10301,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:23 PM,13/Dec/25 5:23 PM,,13/Dec/25 5:22 PM,,0,"* Auth
* Camions
* Trajets
* Maintenance",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=3, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":3,""lastUpdated"":""2025-12-13T17:23:47.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":3,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000jj:,LOG Sprint 1,,,,,10289,LOG-92,User Story 6.2 – Tests unitaires,Done,13/Dec/25 5:22 PM
Mock module pour les dependances,LOG-99,10303,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:23 PM,13/Dec/25 5:23 PM,,13/Dec/25 5:22 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=3, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":3,""lastUpdated"":""2025-12-13T17:23:47.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":3,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000jr:,LOG Sprint 1,,,,,10289,LOG-92,User Story 6.2 – Tests unitaires,Done,13/Dec/25 5:22 PM
User Story 7.1 — Structure du projet,LOG-100,10304,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:24 PM,16/Dec/25 4:25 PM,13/Dec/25 3:40 PM,16/Dec/25 4:25 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0002v:09,LOG Sprint 1,11/Dec/25 12:00 AM,,,,10010,LOG-7,ÉPIC 7 — Front-end React,Done,16/Dec/25 4:25 PM
User Story 7.2 — State Management,LOG-101,10305,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:24 PM,16/Dec/25 4:25 PM,13/Dec/25 3:40 PM,16/Dec/25 4:25 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0002v:04,LOG Sprint 1,11/Dec/25 12:00 AM,,,,10010,LOG-7,ÉPIC 7 — Front-end React,Done,16/Dec/25 4:25 PM
Initialisation React (Vite).,LOG-102,10307,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:25 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000kf:,LOG Sprint 1,,,,,10304,LOG-100,User Story 7.1 — Structure du projet,Done,16/Dec/25 7:20 PM
Installation Tailwind.,LOG-103,10309,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:25 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000kn:,LOG Sprint 1,,,,,10304,LOG-100,User Story 7.1 — Structure du projet,Done,16/Dec/25 7:20 PM
Layout + sidebar.,LOG-104,10311,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:25 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000kv:,LOG Sprint 1,,,,,10304,LOG-100,User Story 7.1 — Structure du projet,Done,16/Dec/25 7:20 PM
Nested Routes admin/chauffeur.,LOG-105,10313,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:25 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000l3:,LOG Sprint 1,,,,,10304,LOG-100,User Story 7.1 — Structure du projet,Done,16/Dec/25 7:20 PM
Mise en place Context API ou Redux.,LOG-106,10315,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:25 PM,16/Dec/25 7:19 PM,,16/Dec/25 7:19 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000lb:,LOG Sprint 1,,,,,10305,LOG-101,User Story 7.2 — State Management,Done,16/Dec/25 7:19 PM
Services API (Axios).,LOG-107,10317,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:25 PM,16/Dec/25 7:19 PM,,16/Dec/25 7:19 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000lj:,LOG Sprint 1,,,,,10305,LOG-101,User Story 7.2 — State Management,Done,16/Dec/25 7:19 PM
User Story 8.1 – Docker Back-end,LOG-108,10318,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:26 PM,13/Dec/25 6:24 PM,13/Dec/25 5:41 PM,13/Dec/25 6:24 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000i7:,LOG Sprint 1,11/Dec/25 12:00 AM,,,,10011,LOG-8,ÉPIC 8 — Déploiement Docker,Done,13/Dec/25 6:24 PM
User Story 8.2 – Docker Front-end,LOG-109,10319,Task,In Progress,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:26 PM,13/Dec/25 3:41 PM,11/Dec/25 11:13 PM,,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000lz:,LOG Sprint 1,11/Dec/25 12:00 AM,,,,10011,LOG-8,ÉPIC 8 — Déploiement Docker,In Progress,13/Dec/25 3:41 PM
User Story 8.3 — Networking,LOG-110,10320,Task,In Progress,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:26 PM,13/Dec/25 3:41 PM,13/Dec/25 6:25 PM,,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000m7:,LOG Sprint 1,11/Dec/25 12:00 AM,,,,10011,LOG-8,ÉPIC 8 — Déploiement Docker,In Progress,13/Dec/25 3:41 PM
Dockerfile Node.,LOG-111,10322,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:26 PM,13/Dec/25 5:42 PM,,13/Dec/25 5:42 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-13T17:42:27.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000mf:,LOG Sprint 1,,,,,10318,LOG-108,User Story 8.1 – Docker Back-end,Done,13/Dec/25 5:42 PM
